,id,acronym,title,objective,startDate,endDate,ecMaxContribution,matches_group,matches_technology,number_unique_terms,count_matches
640,778039,PEARLS,PLANNING AND ENGAGEMENT ARENAS FOR RENEWABLE ENERGY LANDSCAPES,"As an active key actor in the spatial planning and social innovation arena for Renewable Energy Landscapes REL, the PEARLS project will reinforce the populationâ€™s commitment to secure, clean and efficient energy. REL are regarded as spaces where renewable energies change the populationâ€™s relationship with energy and their landscape perception. Despite all efforts, resistance to REL lingers in Europe/the U.S., while the reasons for strong social acceptance in Mediterranean and South American countries is still unknown. Thus PEARLS will focus on Southern Europe and Israel due to their wealth of renewable energy resources and citizensâ€™ deep engagement with REL. 

PEARLS will radically transform scientific knowledge on how to best implement REL across Europe and extend southern landscapes towards other Mediterranean countries through participant networks. PEARLS will generate a step change in the way that REL are theorised, detected and addressed and provide crucial support for the Pan-European Energy Challenge by establishing international, intersectoral and multidisciplinary collaboration as the nexus of a five-country holistic pool of universities and research centres in close cooperation with non-academic sectors. All Partnership members, from five universities and nine non-academic beneficiaries (companies, private consultancies, cooperatives and business associations) have proven expertise and experience in working with renewable energy, energy policy, REL, spatial planning and social innovation, through the internationalisation of applied research and training for capacity development. Via secondments, staff exchange and collaborative inquiry, the project will investigate how to enforce renewable energy best practice to contribute to the Energy Challenge. Deliverables will be provided by working reports, websites, video channels, toolkits, training and methodology materials, seminars, and scientific papers, academic journals and books.",2018-07-01,2022-06-30,405000.0,,['renewable energy'],1,4
641,652862,IMPRECSIM,Improving wet plastic recycling through innovative lagrangian particle-fluid simulations,"Wet particle separation is used widely in mineral processing as well as plastic recycling to separate mixtures of particulate materials into further usable fractions due to density differences. Despite its wide usage wet particle separation processes are often attributed to operational problems especially if density differences of the feed material are low. A review of the state of the art clearly indicates that numerical modelling has not yet been applied to wet separation processes due to the lack of applicable numerical schemes. On this background numerical modelling can strongly contribute towards improving the design and process parameters of wet particle separation technologies especially in the field of plastic recycling - improvements have a strong environmental impact such as reduced landfill and lower overall pollution.

The proposed research consists of two parts. The first objective is the development of a novel, fully Lagrangian particle-fluid modelling framework applicable to systems of particles of complex shape in a wet environment. For modelling the particles, the Discrete Element Method (DEM) will be employed. For the fluid part, the Lagrangian Smooth Particle Hydrodynamics (SPH) will be used which enables handling free surfaces and large movements of the fluid, inherently. While unresolved fluid flow around particles is already used in mesh based methods, coupling the DEM and SPH in one computational framework is a challenging task addressed in this project. Thereby, a framework is developed for representing technical scale systems of complex shaped particles in a wet environment for the first time. In the second part of the project, the developed framework will be applied to the modelling of a wet separation process involving a sink-float drum separator for plastic recycling. Both design and operational parameters will be optimized and results exchanged towards technology improvements with interested European companies from the recycling sector.",2015-06-01,2016-11-30,128595.6,,['recycling'],1,4
642,787011,SPEAR,SPEAR: Secure and PrivatE smArt gRid,"Over the last decade, cyber-attacks have become increasingly sophisticated, stealthy, targeted and multi-faceted which may leverage zero-day exploits and highly creative interdisciplinary attack methods. As our society is becoming increasingly dependent on Critical INfrastructures (CIN), new technologies are needed to increase our detection and response capabilities. Detecting and responding to such attacks by a highly motivated, skilled and well-funded attacker has however been proven highly challenging. One of the most vulnerable and high-impact CIN is the Smart Grid. Smart Grid is considered as the next-generation power system, which promises self-healing, resilience, sustainability and efficiency to the energy Critical Infrastructures (CIN). However, securing smart grids against cyber-attacks is of vital importance for National Security and Public Safety, since the collapse of an energy production utility may cause human lives, millions of euros, denial of a very important and common good such as energy and days or even months of recovering. To this end, the SPEAR proposal aims at a) detecting and responding to cyber-attacks using new technologies and capabilities, b) detecting threat and anomalies timely, c) developing all-in-one security detection solutions, d) leveraging advanced forensics subject to privacy-preserving, e) confronting Advanced Persistent Threat (APT) and targeted attacks in smart grids, f) increasing the resilience of the smart grid innovation, g) alleviating the lack of trust in smart grid operators and h) empowering EU-wide consensus. Within SPEAR, four proof-of-concept Use Cases are planned in order to validate and assess the implemented security and privacy tools.",2018-05-01,2021-04-30,2965569.14,,['smart grid'],1,4
643,647311,Sol-Pro,Solution Processed Next Generation Photovoltaics,"The profound advantages of printed photovoltaics (PVs), such as their light weight, mechanical flexibility in addition to the small energy demand, and low cost equipment requirements for roll-to-roll mass production, characterise them as a dominant candidate source for future electrical power. Over the last few years, the discovery of novel solution processed electronic materials and device structures boosted PV power conversion efficiency values. Despite that, power conversion efficiency is not a 'stand-alone' product development target for next generation PVs. Lifetime, cost, flexibility and non-toxicity have to be equally considered, regarding the technological progress of solution processed PVs. The ambit of the Sol-Pro research programme is to re-design solution processed PV components relevant to the above product development targets. Based on this, processing specifications as a function of the electronic material properties will be established and provide valuable input for flexible PV applications.  Adjusting the material characteristics and device design is crucial to achieve the proposed high performance PV targets. As a consequence, a number of high-level objectives concerning processing/materials/electrodes/interfaces, relevant to product development targets of next generation solution processed PVs, are aimed for within the proposed ERC programme.",2015-07-01,2020-06-30,1840940.0,,['PV'],1,4
644,645696,REMINE,"Reuse of mining waste into innovative geopolymeric-based structural panels, precast, ready mixes and insitu applications","The construction sector, currently in crises in some countries due to the economic development model adopted during last decades, can again play an important role for the European economy to be more innovative by using fewer resources (raw materials and energy) and reducing environmental impact (emission of greenhouse gases and dust pollution). Access to raw materials and resource efficiency are at the forefront of the EU political debate and recycling is a main part of the solution of many strategic objectives. It addresses resource scarcity and enhances security of material supply, while contributing to higher energy efficiency and lower environmental impacts. Moreover, recycling offers significant investment, innovation and employment opportunities in the EU. In this context, this RISE programme aims to promote international and inter-sector collaboration through research and innovation staff exchanges, share knowledge and ideas from research to market (and vice-versa) for the advancement of science and the development of innovation within the recycling and valorization of mining and quarrying wastes which represent 27% of the EU total waste generated from economic activities and households, promote utilization of innovative geopolymeric materials in the construction sector, and foster a shared culture of research and innovation that welcomes and rewards creativity and entrepreneurship and helps turn creative ideas into innovative products, services or processes in the materials industry through recycling mining wastes, by taking advantage of the integrated knowledge acquired in the complementary areas of the RISE partners. In this scenario, this RISE action aims at taking advantage of the recent developments in the areas of materials science, processing engineering, structural engineering, infrastructure systems, arts and design and market perspectives, turning mining waste into valuable materials for infrastructure and building products.",2015-01-01,2018-12-31,567000.0,,['recycling'],1,4
645,867598,REMAT,A new patented technology to turn currently non-recyclable waste into recyclable composite products for a truly circular economy,"WIMAO is flipping the â€œtake, make and dispose ofâ€ model on its head and helping EU member states meet ambitious targets to recycle up to 75% of waste by 2023. In the past 3 years, the team at WIMAO has put our careers in recycling to use by developing REMAT: a patented technology to turn non-recyclable mixed plastic waste streams and other non-recycled materials into composite products. Our products have the full consistency and the same physical properties as composites produced with virgin raw materials. Beyond that, the end products we manufacture are recyclable at the end of their life cycle creating an infinite loop.
We have set up a pilot REMAT facility that started production in January 2019. We are turning mixed plastic waste that is not wanted by the plastic recycling industry and wood waste into, composite products.
The total available raw material (waste streams) for our products is calculated in billions of tons, giving us a nearly unlimited growth potential. If the capacity of our REMAT plants were to match this potential supply, we could ideally replace all composite products on the market with our recycled composite raw material.
WIMAO is uniquely positioned to create a new standard operating mode for the recycling industry. Our breakthrough has been creating high-value materials from many mixed inputs, effectively surmounting the key barrier for recycling: the need to separate waste streams. We have the only technology versatile enough to handle the volumes of waste that Material Recovery Facilities (MRF) collect, exactly as they receive it. Our technology is a radically new opportunity to push Europe towards its circular economy",2019-04-01,2019-07-31,50000.0,,['recycling'],1,4
646,726618,ARENA,The first on-site mobile solution for complete synthetic grass recycling and materials reuse,"Boom in synthetic grass sporting fields in EU and USA in the last 15-years has led to huge environmental problem. 600 000 tonnes of rubber, sand and plastics mixed wastes are generated from used fields each year in EU alone. Based on the current market trends, the total wastes will increase by 5-times by 2030, leading to over 3 million tonnes of mixed wastes annually.

Despite the growing popularity of synthetic grass both in major football leagues and school grounds, there are no unified regulations or effective technologies for its sustainable EOL management. Current solutions enable only limited used grass recycling and materials reclaim and thus field owners currently landfill 90% of the used grass without any recycling.

ASIE, company with over 20-years of experience in synthetic grass fields, has developed the first on-site recycling solution that enables complete used synthetic grass recycling and materials reuse for environmental and economic sustainability. Compared to alternatives, we ensure:

â€¢ Used grass and infill high-quality re-installation 
â€¢ 100% infill reclaim, separation, cleaning and sanitary treatment
â€¢ 4x faster old turf removal and 2x faster full field renewal
â€¢ 50% cost reduction of old field utilization and 50% savings from new installation

We aim to achieve a zero-waste concept and improve the environmental sustainability of synthetic grass installations. Our unique ARENA concept enables to eliminate current landfilling and reuse 100% of the materials in new fields or as recycled raw materials in other industries. As a result, we:

â€¢ Prevent 1 million tonnes of mixed wastes from landfilling annually
â€¢ Reduce field renewal transportation need by 10-times, leading to 95% less CO2 emissions

Our total targeted market in Europe is â‚¬350m annually, with very high growth potential in the next years. As a result of the innovation project, we will generate â‚¬125m total sales revenue and create 350 new jobs by 2023.",2016-07-01,2018-06-30,1619887.5,,['recycling'],1,4
647,641942,RESYNTEX,A new circular economy concept: from textile waste towards chemical  and textile industries feedstock,"The RESYNTEX project aims at designing, developing and demonstrating new high environmental impact industrial symbiosis between the unwearable blends and pure components of textile waste and the chemical and textile industries. The project comprises:
- a strategic design of the whole value chain from textile waste collection, until the new marketable feedstock for chemical & textile industrie, by which the symbiosis opportunities are evaluated (by public authorities and the private sector) in terms of their social, technical, economic, environmental and legislative aspects
- the improvement of collection approaches particularly for non-wearable textiles for recycling by changing citizenâ€™s behaviour and creation of tools for higher social involvement and recycling promotion. This will ensure a greater accessibility to textile waste as resource and increase the textile waste rates destined for recycling. With 50% collection rate all over Europe would be a significant improvement in order to provide large quantities of feedstock
- a data aggregation system that will be developed and implemented in order to ensure waste traceability and also provide relevant data for economic and environmental assessment;
- the development of new business models adapted for different synergies identified and for new markets. In addition, environmental LCA and LCC for different scenarios and identification of the most promising routes and synergies will support this objective
- automation of the macro separation and sorting for pure or blended textiles, in order to enhance productivity and competitiveness of the whole recycling process
- a new demonstration process based on a synergistic chemical and biotechnological cascading separation/transformation approach of textile basic components (proteins, cellulose, polyamide and polyester) from textile blends as basic feedstock materials for chemical & textile industries. Liquid and solid waste treatment and valorisation will close the loop",2015-06-01,2019-05-31,8787749.25,,['recycling'],1,4
648,646531,UPGRID,"Real proven solutions to enable active demand and distributed generation flexible integration, through a fully controllable LOW Voltage and medium voltage distribution grid","Unlike the control and observability put in service in HV/MV, LV networks are still being substantially managed as usual: no visibility of power and voltage or grid components status, poor knowledge of connectivity, manual operation of switches or few tools for worker support. The LV grid characteristics (radial topology, exposition to local disturbances, local accumulation of distributed generation, technical and no-technical loses, aging heterogeneous, etc.) limit the construction and refurbish of LV electric infrastructure and the integration on it of grid remote monitoring and operation and automation resources, bringing to difficulties in the implementation of the LV Smart Grid and the integration of Distributed Generation Resources and Active Demand Management (ADM). 
Smart metering deployment Mandates offer an opportunity to maximize the gains derived from the obliged functions to be deployed related to smart metering, developing and integrating additional innovative grid and ICT infrastructure, functions, services and tools improving grid operation performance and quality and paving the way for benefits and business opportunities for the involved actors (DSOs, customers, retailers and ESCOs).
The project aims to develop, deploy and demonstrate innovative solutions (grid systems, functions, services and tools) for advanced Operation and Exploitation of LV/MV networks in a fully smart grid environment improving the capacity of that networks as enablers for Distributed Generation, ADM, Customer empowering and business opportunities.
The project proposes 4 real pilots in Portugal, Poland, Spain and Sweden covering: Smart grid monitoring and operation, advanced grid maintenance, DER and ADM integration and active Consumer awareness and participation with cost efficiency. Also proposes specific WPs to maximize the socioeconomic impact of results, especially for their market uptake, business opportunities triggering and society awareness on the smart grid benefits",2015-01-01,2017-12-31,11937258.0,,['smart grid'],1,4
649,641334,WETFEET,Wave Energy Transition to Future by Evolution of Engineering and Technology,"The recent experience with ocean wave energy have revealed issues with reliability of technical components, survivability, high development costs and risks, long time to market, as well as industrial scalability of proposed and tested technologies. However the potential of wave energy is vast, and also positive conclusions have been drawn, in particular that wave energy is generally technically feasible. 
Having substantial insight into successes and drawbacks in past developments and existing concepts, the promoters have identified â€˜breakthrough featuresâ€™ that address the above mentioned obstacles, i.e. components, systems and processes, as well as the respective IP. These breakthroughs are applied to two wave concepts, the OWC and the Symphony, under development by members of the consortium. The following main avenues have been identified:

 1. Survivability breakthrough via device submergence under storm conditions;
 2. O&M (operation and maintenance) breakthrough via continuous submergence and adaption of components and strategies;
 3. PTO breakthrough via dielectric membrane alternatives to the â€œclassicalâ€ electro-mechanical power take-off equipment;
 4. Array breakthrough via sharing of mooring and electrical connections between nearby devices, as well as integral approach to device interaction and compact aggregates;

WETFEET addressees Low-carbon Energies specific challenges by targeting a set of breakthroughs for wave energy technology, an infant clean energy technology with vast potential. 

The breakthrough features of WETFEET are developed and tested on the platform of two specific converter types (OWC and Symphony) with near-term commercial interest, and a large part of the results can make a general contribution to the sector, being implemented in other technologies.",2015-05-01,2018-04-30,3456883.25,,['wave energy'],1,4
650,640868,SWInG,Development of thin film Solar cells based on WIde band Gap kesterite absorbers,"The aim of this proposal is to develop wide band gap thin film solar cells based on kesterite absorbers for future application in high efficiency and low cost tandem PV devices. The SWInG working group will focus both on the development of the processes for the synthesis of such solar cells based on the Cu2ZnXY4 (CZXY with X=Sn, Si, Ge and Y= S, Se) compounds and on the understanding of the physical and electrical properties of the high band gap absorber in order to reach high conversion efficiency. The key research challenges will be: developing up-scalable processes for the synthesis of the absorbers; defining the specifications for high quality wide band gap absorbers as well as suitable back contact and buffer/window layers; assessing the potential of this technology for PV applications. The wide band gap thin films solar cells developed in this project are expected to reach a stable efficiency of 15 % on a laboratory scale and 12 % for a mini-module prototype. The publications of specifications for the synthesis of high quality Cu2ZnXY4 absorber as well as suitable back/front contact are expected. The lead users will be PV modules manufacturers that work so far with thin films technologies, as well as the companies that design and produce the machines for the synthesis of such devices. The results will be disseminated and communicated to the European PV industries and the scientific community. The intensive exchange of researchers between the partners during the project will also lead to an enhanced European collaboration in the research field of thin film solar cells.",2015-06-01,2018-05-31,3254755.0,,['PV'],1,4
651,837758,SocialRES,FOSTERING SOCIALLY INNOVATIVE AND INCLUSIVE STRATEGIES FOR EMPOWERING CITIZENS IN THE RENEWABLE ENERGY MARKET OF THE FUTURE,"Realising an accelerated expansion of renewable energy will require a switch from centralised to decentralised energy production and greater social participation, together known as energy democracy. The increase in energy democracy and social equity will be an essential part of the clean energy transition.  A transition that could represent one of the most fundamental social, economic and technical changes in modern history.

The most common businesses associated with social innovation in the renewable energy sector are Cooperatives, Aggregators and Crowdfunding platforms.  These businesses facilitate consumers to take a more active role in the electricity system. Achieving sustained growth in energy democracy requires a better understanding of support structures for successful social innovation across technical, legal and economic systems. SocialRES aims to devise more effective ways of increasing social innovation leading to greater social acceptability as well as more durable governance arrangements and socioeconomic benefits.

Through research excellence and co-creation of knowledge with relevant stakeholders, SocialRES will develop socially innovative and inclusive strategies for the energy system of the future. SocialRES will supplement the existing fragmented data on social innovations with new understandings from businesses, end-users and stakeholders to provide a comprehensive evidence base for policy design.  The project will employ innovative techniques such as a Peer to Peer (P2P) crowd-investing for renewable energy sources (RES) projects, P2P lending and P2P virtual RES energy aggregator platform. 

The SocialRES team combines partners from a range of disciplines together with industry expertise to develop a comprehensive understanding of the strengths and limitations of the current renewable energy system to foster social innovation and to shape a roadmap for a future, more innovative and equitable system.",2019-05-01,2022-08-31,2444198.75,,['renewable energy'],1,4
652,821087,PLAST2bCLEANED,"PLASTtics to be CLEANED by sorting and separation of plastics and subsequent recycling of polymers, bromine flame retardants and antimony trioxide","1.2 Million tons of mixed plastics arise from Waste Electrical and Electronic Equipment (WEEE) treatment in Europe and this quantity is still growing. WEEE plastics often contain undesired additives that hamper recycling in Europe. 75% of WEEE is currently exported to Asia where it is recycled to secondary plastics containing undesired (hazardous) substances or ending up in landfill where leaching occurs. Hence for WEEE plastics a closed loop solution is needed. 
PLAST2bCLEANEDâ€™s aim is to develop a recycling process for WEEE plastics in a technically feasible, environmentally sound and economically viable manner. To fulfil this aim, PLAST2bCLEANED addresses the recycling of the most common WEEE plastics acrylonitrile butadiene styrene (ABS) and high impact polystyrene (HIPS) that contain up to 20wt% brominated flame retardants (BFR) and up to 5wt% of the synergist antimony trioxide (ATO). PLAST2bCLEANED will close three loops: (1) polymer, (2) bromine, and (3) ATO. 
Key technologies developed within the project are: (1) improved sorting of HIPS and ABS that contain BFR from other polystyrene and ABS fractions; (2) dissolution of WEEE plastics in superheated solvents; (3) separation of additives to concentrate BFR and ATO fractions for recycling; (4) energy efficient recovery of solvent and of polymer. The developed technology will be integrated in a pilot facility with capacity of 2 kg/hr (TRL 6) delivering polymer samples. The developed technology can be applied to similar waste streams from other sectors, e.g. automotive.  
The combination of improved sorting and use of superheated solvents offers an economic and environmental advantage. First calculations indicate a sound business case: ABS can be recovered with the superheated solvent dissolution process at a cost of 470 â‚¬/ton compared to 890 â‚¬/ton for the alternative process Creasolv.
The consortium is well equipped to develop this technology and consist of partners to cover the whole value chain.",2019-06-01,2023-05-31,4500830.0,,['recycling'],1,4
653,838814,SU-DG-IWG,Support Unit for the Deep Geothermal Implementation Working Group,"Following the endorsement of the Deep Geothermal Implementation Plan (DG-IP) by the SET-Plan Steering Group, a Deep Geothermal Implementation Working Group (DG-IWG) is being established to advance the DG-IP, with the aim of reaching collectively the technology targets that will place Europe at the forefront of the next generation of low carbon technologies. 

The objective of this project proposal is to create a support unit for the DG-IWG to achieve its goals efficiently and productively.  The support unit will have three main work streams, 1) to provide the DG-IWG with relevant information and data from the various stakeholder groups to support the decisionmaking process and the implementations actions of DG-IWG on required actions; 2) to promote and organise initiatives to mobilize growth of and implementation within  the geothermal community, e.g.: workshops, brokerages, consortium building and exploitation of RD&I results; 3) provide a secretariat for the DG-IWG for assistance on administrative issues and synergies & strategy support. 

The consortium will push forward a broad mobilisation of the Geothermal community to implement the action in the IP. Furthermore the project will focus on the development of synergies and strategies.  New ways will be explored to maximize the impact of knowledge, funding and market growth at european, national and regional scale. This aproach supports to creation of a durable and long-lasting R&I ecosystem in the different Member-Sates and regions. The partners will focus on a multi-actor, multidisciplinary and cross-sectoral approach. As such the project will support the collaboration and networking among representatives of the triple helix (research, industry and government) at the regional and national level and with their counterparts from the Horizon 2020 Associated Countries.",2019-02-01,2022-01-31,1006750.0,,['geothermal'],1,4
654,820742,HR-Recycler,Hybrid Human-Robot RECYcling plant for electriCal and eLEctRonic equipment,"The technological advances that have been achieved over the past decades have led to a tremendous increase of both the types and the total amount of electrical and electronic equipment that is manufactured. Despite the importance of Waste Electrical and Electronic Equipment (WEEE) management, the issue of the WEEE recycling has not received that increased industrial attention. HR-Recycler will target the development of a â€˜hybrid human-robot recycling plant for electrical and electronic equipmentâ€™ operating in an indoor environment. The fundamental aim of the system (and its great innovation potential) will be to replace multiple currently manual, expensive, hazardous and time-consuming tasks of WEEE materials pre-processing with correspondingly automatic robotic-based procedures (categorization of electric/electronic devices, disassembling them, sorting of device components), before the materials are eventually provided as input to a fine shredding machine and conventional material separation steps are applied (using air/water flows, oscillating movements, magnets, etc.). More specifically, the overall goal of HR-Recycler is to create a hybrid collaboration environment, where humans and robots will harmoniously share and undertake at the same time different processing and manipulation tasks, targeting the industrial application case of WEEE recycling. The primary output of the envisaged system will be to extract sorted electric/electronic device components [e.g. Printed Circuit Boards (PCBs), Cu coils, capacitors, etc.] and concentrated fractions (e.g. copper, aluminium, plastics, etc.) of increased economic and environmental value; hence, contributing to the fundamental goal of the â€˜European circular economyâ€™ project and boosting economic activity in secondary markets. Additionally, mixed fractions (i.e. fractions with low concentration in valuable materials) will be collected, in order to be sent to other facilities for further dedicated recycling process.",2018-12-01,2022-05-31,6986573.75,,['recycling'],1,4
655,863431,CoReco,Cost competitive process for recycling Cobalt from end of life Li-ion batteries,"The Black Mass is a residue of the Li-ion spent batteries (LIB) composed by Cobalt, Nickel, Manganese, Copper, Lithium, Iron and Carbonates, currently disposed as special waste for the lack of cost-competitive metals recovery technologies. The steep growth of electric vehicles (EV) and hybrid-electric vehicles (HEV) market, projected to reach respectively 25 million and 7.6 million units by 2025, is leading to an unparalleled increase of the Black Mass amount to be disposed (up to 4 million tons by 2025) with an unsustainable expense for the industrial players (100 â‚¬/ton). But the Black Mass is a potential source of Cobalt, a critical material for the battery manufacturing: today, more than 60% of the global Cobalt comes from the Democratic Republic of Congo, with a steeply growing trend of its price due to political instability and market demand increase. Cobalt price is highly fluctuating, but it is foreseen to reach >100 â‚¬/kg from 2022, with an extra cost of 600 Mâ‚¬/year for EV industry. Recycling the Cobalt contained in the spent batteries would allow to mitigate the price and reduce the dependence of European companies on imports.
CoReco is an innovative and cost competitive process able to recover Cobalt, Nickel, Manganese and Copper contained in the Black Mass derived from the recycling of LIB with high purity. CoReco uses 2 innovative solutions: a Top Blown Rotary Converter for smelting, much more efficient and compact than competing solutions; a single reactor for all subsequent hydrometallurgical purification steps. CoReco is able to recover 98% of Ni, Co, Mn and Cu contained in the Black Mass and to reach > 99% purity of the Cobalt for reuse as secondary raw material for the LIB manufacturing. The compactness and low CAPEX of the plant makes CoReco the most competitive recycling solution on the market: the target Cost of Recovery (CoR) is < 1,200 â‚¬/ton (including CAPEX and OPEX), 30% less than competing solutions, making recycling industrially viable.",2019-06-01,2019-11-30,50000.0,,['recycling'],1,4
656,768264,serverChill,Server liquid cooling for  Data Centres... done right!,"'With the accelerating increase of cloud-based services, the advent of the Internet of Things (IoT) and big data the IT sector is running into a fundamental bottleneck. Indeed, the demand for upscaling the computational power requires even denser server farms, whose thermal management of dissipated heat with conventional air-based cooling is both becoming technically unfeasible, environmentally questionable and economically unbearable. Thus, power/cooling is currently the #1 Data Centre (DC) design criteria.
Asetekâ€™s Direct-To-Chip liquid cooling solutions are based on the fact that water absorbs and conducts heat much more efficiently than air. This directly translates in computational performance gains, since the components can run at speed without overheating or undesired throttling thanks to efficient heat dissipation. Moreover, Asetekâ€™s data centre-oriented liquid cooling solution â€“ RackCDU D2Câ„¢, a disruptive server chassis with an integrated liquid piping that transfers heat from CPUs/GPUs and memory modules to flowing liquid through radiator interfaces â€“ can even enable the dissipated heat to be recovered for building heating, thus reducing the cooling energy bill of data centres up to 70%. In addition, these significant savings are delivered while requiring only a 6% CAPEX increase for new DCs and having a <1 year investment payback time â€“ thus providing a much stronger value proposition than direct competitors.
The key market barrier to generate strong pull for RackCDU in the $5bn market of Data Centre cooling technologies is the very conservative and risk-averse mind-set of data centre managers. Thus, the core activities of the project primarily focus on large scale showcasing of RackCDU, which will enable Asetek to thoroughly anchor its communication around a fact-based strategy . This will propel our SME growth over the next decade, posing a potential business revenue stream allowing to graduate from its SME status within the first 5-years post-project.

'",2017-07-01,2019-06-30,1091125.0,,['data centre'],1,4
657,750600,NAROBAND,Environmental friendly narrow band-gap colloidal nanocrystals for optoelectronic devices,"In recent years a widespread investigation of semiconductor materials and its use in optoelectronic devices has taken place. Despite the vast variety of semiconductor materials, solution processable semiconductor nanocrystals (NCâ€™s) take lead thanks to their excellent optoelectronic properties (tunable band-gap, high PLQY and optical stability) while they become more and more appealing for their low production cost. Although, a variety of semiconductor NCâ€™s have been synthesized for application in the visible spectral region, only few examples exist with tunability in mid and near-IR, and most notable high toxicity mercury and lead based NCs. On the other hand, nowadays we experience a burst of emerging near and mid-IR technologies (e.g. solar cells, detectors, night cameras) which are moving towards the use of environmentally friendly IR emitting materials for large scale production. Therefore, NAROBAND aims to exploit the synthesis and the functionalization of low-toxic narrow-band gap Ag2SxSey NCâ€™s via both chemical and physical routes towards the fabrication of environmental friendly, low cost solar cell devices. The project focus on achieving full control of the bandgap (1.2eVâ€“0.4eV) via quantum confinement and stoichiometry allowing to decouple nanocrystals size and surface effects from bandgap, leading to a better control of the optoelectronic properties. Moreover, throughout careful surface characterization and functionalization NAROBAND aims to suppression of the trap state density, enhancing the carrier mobility and manipulating the energy levels of the valence and conduction band of the NCâ€™s. These material advancements will pave the way towards, firstly, the fabrication of high efficient IR solar cell devices and later on the realization of tandem solar cell by using the conventional Si technology to harvest the high energy electromagnetic radiation of the sun, while the aforementioned solar cell device will collect the, so far wasted, IR radiation.",2017-06-01,2019-05-31,158121.6,,['solar cell'],1,4
658,798365,SABIR,Dynamic sustainability assessment tool for the case studies of biorefinery supply chains from agricultural wastes,"There is continuous refining and development of novel methodologies in the field of sustainability. From these methodologies, life cycle assessment is one of the most commonly used today. Over past decades researchers have â€œupgradedâ€ life cycle assessment to life cycle sustainability assessment; later method combines 3 pillars of sustainability: environment, society and economy. While current methodologies looks at the impacts of analysed product or service in more holistic way, this approach is still lacking one important issue â€“ dynamic feedback loops. The bottleneck of life cycle sustainability assessment method is rooted in the assumption that values for the impact categories remain constant, that is assuming a constant marginal impact or that no other sustainability information changes the overall system, and thus also the individual impacts. 

The aim of SABIR is to develop a novel, dynamic sustainability assessment tool, that uses life cycle sustainability assessment and system dynamic analysis tools at the same time in one model. To validate this tool two case studies of biorefinery supply chains from agricultural wastes will be used.

Biorefinery case studies are chosen because these systems are increasingly seen as pivotal technologies to strengthen the growth in the area of bio-economy. Nevertheless, the overall environmental, economic and social consequences of implementing such biorefinery systems are poorly understood. Therefore, this project will aim to give two major benefits (1) to advance life cycle sustainability assessment methodology by introduction of feedback loops, (2) to advance studies on biorefinery concept, by outlining possible impacts and solutions.",2018-06-01,2020-05-31,200194.8,,['biorefinery'],1,4
659,841388,CONPARA,Control parametric resonance of wave energy conversion systems,"To date, no marine system, let alone wave energy device, has attempted to exploit parametric resonance as an assistive phenomenon. A number of wave energy researchers have observed the phenomenon and sought to dampen it, but the concept of harnessing the power transferred from (typically) heave to (typically) pitch/roll has not been considered. This fellowship aims to control the parametric resonance of WEC dynamics to improve energy conversion efficiency, based on a 1/20 scale prototype. The research objectives (ROs) are: RO1: Identify a high-fidelity and computation-effective model to represent the WEC parametric resonance with CFD verification in OpenFOAM (open source) and parametric analysis in MATLAB. RO2: Develop advanced nonlinear control strategies and corresponding PTO mechanism for actuation, to improve WEC efficiency making use of its multi-DoF motion and parametric resonance. RO3: Conduct tank testing to verify the modelling of parametric resonance (RO1), and model-based control design and implementation (RO2), based on a self-assembled 1/20 scale prototype. Successful achievement of this fellowship will lead to timely and useful contribution to the wave energy and relevant communities, including: (i) an hydrodynamic model describing WEC parametric resonance with real time computation capacity, (ii) advancing the understanding in WEC parametric resonance, (iii) a 1/20 scale WEC prototype, and (iv) implementable control  and PTO systems for multi-DoF WEC systems. In the long term, the successful achievement of this project will improve the technology readiness level (TRL) of wave energy from 5 to 7 for commercial application.",2019-06-03,2021-06-02,196590.72,,['wave energy'],1,4
660,784966,KeepWarm,Improving the performance of district heating systems in Central and East Europe,"The Project â€œImproving the performance of district heating systems in East Europeâ€ â€“ or KeepWarm for short â€“ targets the largest energy user in the EU: Energy demand for heating and cooling (49%). Relying on district heating systems for heat generation is the most effective solution in densely populated areas. However, many district heating systems (DHS) are highly energy inefficient and need to be modernized. Considering that the predominant energy sources used are still fossil fuels (oil, gas or coal) makes interventions ever more urgent. Both statements hold especially for East European countries where old, inefficient district heating systems, mostly fueled by fossil sources, urgently need to be modernized. 

The unique feature of KeepWarm is its combination of concrete work at pilot systems and its close alignment with national and European multipliers to disseminate this experience broadly. The latter incudes close interaction with potential investors and fund managers to increase the likelihood that KeepWarm business plans receive the necessary funding. The project promotes EU goals of improved and environmental friendly heating and cooling but adapts its exploitation strategy to distinct national windows of opportunities.

KeepWarm will work intensively with DHS in seven countries (i) to increase the energy efficiency of these systems; and (ii) to reduce greenhouse gas emissions by promoting a switch from fossil to renewable fuels. This is most urgently needed in the case of large-scale DH systems that are mostly found in Eastern Europe, the focus of this project. Likewise, it is important to ensure that existing DHS that run on renewables do not switch back to fossil fuels.",2018-04-01,2020-09-30,2098488.5,,['district heating'],1,4
